"panstwo","rok","smiertelnosc_dzieci","emisja_co2","smierci_w_katastrofach","hdi","gdpPerCap","%pracownikow_w_przemysle","przewidywana_dlug_zycia","nowe_przyp_raka_pluc_M","nowe_przyp_raka_pluc_K","sustainable_development_indeks"
"Eswatini",2002,132,1.11,0,0.442,5810,27.3,45,34.1,8.94,46.7
"Eswatini",2004,132,1.01,0,0.445,6210,26.9,43.1,34.7,9.26,46.6
"Eswatini",2006,118,0.995,1,0.469,6910,26.6,44.1,34.1,9.42,48.8
"Eswatini",2008,108,1.06,0,0.487,7180,26.3,45.5,34.2,9.31,51
"Eswatini",2010,88.7,0.995,0,0.51,7460,25.8,48,33.8,9.05,52.5
"Eswatini",2012,72.6,1.15,0,0.539,7930,25.3,50.9,33.4,8.93,55.3
"Eswatini",2014,67.2,0.824,11,0.568,8190,24.9,53.5,33,8.95,58.5
"Eswatini",2016,61.7,1.04,0,0.588,8320,24.1,56.1,32.1,8.96,60.4
"Eswatini",2018,54.4,1.06,0,0.605,8520,23.4,57.8,31.4,8.96,62
"Ethiopia",1990,202,0.0624,0,0.706197332018885,767,6.79,46.9,11,1.63,56.7314232005269
"Ethiopia",1992,192,0.0572,0,0.715485320855656,606,6.69,48.9,10.6,1.64,56.7479920877161
"Ethiopia",1994,179,0.0398,26,0.724773309692427,659,6.6,49.4,10.2,1.64,56.7645609749053
"Ethiopia",1996,166,0.0475,40,0.594741465977629,737,6.54,50.1,9.75,1.65,56.7811298620944
"Ethiopia",1998,154,0.0504,0,0.6040294548144,691,6.51,51.1,9.49,1.73,56.7976987492836
"Ethiopia",2000,142,0.0524,73,0.292,728,6.72,51.1,9.14,1.74,31.4
"Ethiopia",2002,130,0.0632,22,0.315,755,6.99,54.2,8.84,1.77,33.9
"Ethiopia",2004,117,0.0695,0,0.334,793,7.36,55.9,8.69,1.8,36
"Ethiopia",2006,104,0.0678,951,0.371,930,7.52,58.2,8.54,1.84,40
"Ethiopia",2008,92.8,0.0775,45,0.403,1090,7.76,60.8,8.4,1.87,43.4
"Ethiopia",2010,82.9,0.0724,19,0.421,1260,8.09,63,8.37,1.93,45.3
"Ethiopia",2012,74.3,0.0874,0,0.438,1440,8.41,64.9,8.26,1.98,47.2
"Ethiopia",2014,66.8,0.121,0,0.455,1660,8.77,66.3,8.24,2.07,48.9
"Ethiopia",2016,60.4,0.135,128,0.467,1900,9.12,67.4,8.28,2.19,50.3
"Ethiopia",2018,55.2,0.137,44,0.478,2100,9.32,68.4,8.48,2.32,51.5
"Fiji",1990,29.2,1.11,0,0.662,8450,22.3,66.3,15.7,5.66,71.4
"Fiji",1992,27.1,0.995,1,0.672,8540,22.5,66.4,15.6,5.59,72.4
"Fiji",1994,25.5,0.966,0,0.68,8910,22.5,66.2,15.6,5.49,73.3
"Fiji",1996,24.4,1.04,0,0.688,9340,22.4,66,15.6,5.53,74.2
"Fiji",1998,23.4,0.952,0,0.687,9080,22.4,66.5,14.8,5.41,74.1
"Fiji",2000,22.7,1.03,4,0.695,9580,22,65.8,15.4,5.59,74.8
"Fiji",2002,22.4,1.08,0,0.7,10000,21.4,66.6,14.6,5.45,75.4
"Fiji",2004,22.6,1.64,16,0.709,10600,20.9,67.1,14.3,5.49,76.4
"Fiji",2006,23.3,1.45,4,0.708,10800,19,67.1,14.2,5.77,76.1
"Fiji",2008,23.8,1.04,7,0.712,10600,17.3,67.1,13.7,6.02,76.7
"Fiji",2010,23.9,1.4,2,0.715,10500,16.1,67.6,13.7,6.16,77.1
"Fiji",2012,23.9,1.2,17,0.722,10900,15.1,67.7,13.9,6.21,77.7
"Fiji",2014,24.3,1.87,0,0.733,12100,14.6,68,14.1,6.35,77.9
"Fiji",2016,25,2.32,47,0.738,12800,14.2,68,14.3,6.54,78.3
"Fiji",2018,25.6,2.41,7,0.742,13800,14.2,68.3,14.4,6.71,78.7
"France",1990,8.99,7.08,62,0.786,33700,28.4,77.2,67,7.68,72.8
"France",1992,8.09,7.28,51,0.804,34300,27.5,77.6,67.6,8.23,68.6
"France",1994,6.99,6.79,13,0.825,34600,26.9,78,67.6,8.81,71
"France",1996,6.12,7.13,5,0.837,35500,26.6,78.4,67.7,9.63,69.2
"France",1998,5.64,7.29,15,0.845,37400,26.3,78.8,68,10.6,67.5
"France",2000,5.37,7.06,11,0.849,39700,26,79.2,67.5,11.7,65.4
"France",2002,5.07,6.96,28,0.852,40400,24.1,79.5,68.3,13.4,64.3
"France",2004,4.72,6.99,11,0.858,41300,23.8,80.3,64.7,14.9,58.6
"France",2006,4.47,6.77,1390,0.871,42400,23.3,80.8,64.5,16.3,56.7
"France",2008,4.34,6.42,7,0.875,43000,22.7,81.2,64.7,18,53.6
"France",2010,4.27,6.2,81,0.879,42100,22.2,81.6,65.9,19.2,57.3
"France",2012,4.21,5.76,12,0.885,42800,21.3,82,65.2,20.5,58.4
"France",2014,4.13,5.23,22,0.893,43000,20.3,82.6,62,21.3,56.8
"France",2016,4.09,5.31,5,0.894,43700,20.4,82.8,59.5,20.4,53
"France",2018,4.04,5.2,23,0.898,45300,20.4,82.9,57.6,19.9,52
"Gambia",1990,167,0.207,0,0.349,2270,18,60.6,8.94,2.91,37.6
"Gambia",1992,156,0.193,0,0.358,2250,17.9,60.8,9.22,3.04,38.6
"Gambia",1994,145,0.191,0,0.366,2180,17.8,61.3,9.06,2.95,39.4
"Gambia",1996,134,0.189,0,0.377,2110,17.6,61.4,9.25,2.99,40.6
"Gambia",1998,124,0.195,0,0.388,2150,17.5,61.5,9.66,3.18,41.8
"Gambia",2000,115,0.209,0,0.403,2270,17.4,61.6,9.77,3.28,43.4
"Gambia",2002,106,0.214,0,0.415,2180,17.2,61.7,9.79,3.31,44.8
"Gambia",2004,97.8,0.216,2,0.431,2340,17,62,10.5,3.76,46.5
"Gambia",2006,90,0.221,0,0.44,2140,16.8,62.4,10.4,3.86,47.4
"Gambia",2008,83.1,0.217,0,0.453,2210,16.4,62.9,10.1,3.8,48.8
"Gambia",2010,77.1,0.241,9,0.459,2350,16.1,63.7,10,3.94,49.4
"Gambia",2012,71.7,0.239,0,0.461,2140,15.7,64.5,9.47,3.82,49.7
"Gambia",2014,67,0.254,0,0.468,2040,15.5,65,9.99,4.29,50.4
"Gambia",2016,62.6,0.247,0,0.475,2040,15.2,65.7,10,4.5,51.1
"Gambia",2018,58.4,0.268,0,0.487,2160,15,66.4,10.3,4.83,52.4
"Georgia",1990,47.9,5.09,0,0.613317443651171,11100,13,68.5,61.6,8.74,56.8142676364728
"Georgia",1992,47.2,2.88,1,0.622605432487942,4770,11.9,67.9,56.4,8.25,56.8308365236619
"Georgia",1994,46.1,1.19,0,0.631893421324714,3050,11.1,68.8,47.1,7.01,56.8474054108511
"Georgia",1996,44.1,0.837,0,0.641181410161485,3740,10.5,70.9,39,6.19,56.8639742980402
"Georgia",1998,41,1.08,0,0.650469398998256,4510,9.45,70.6,38.3,6.19,56.8805431852294
"Georgia",2000,36.8,1.03,0,0.69,4920,9.28,70.7,39,6.65,74.3
"Georgia",2002,31.7,0.788,6,0.699,5570,8.35,70.4,42.9,7.35,75.3
"Georgia",2004,26.3,1.01,1,0.715,6630,9.29,70.7,47.5,8.22,77.1
"Georgia",2006,21.3,1.46,0,0.731,8050,10.4,71.5,49.5,8.21,78.5
"Georgia",2008,17.2,1.28,0,0.742,9360,10.2,71.5,53.2,7.82,79.2
"Georgia",2010,14.2,1.52,0,0.751,9740,10.9,71.9,58.1,7.81,80.3
"Georgia",2012,12.1,2.03,5,0.767,11300,10.8,72.5,61,7.49,80.5
"Georgia",2014,10.9,2.18,0,0.783,12300,11,73.2,59.4,7.27,81.7
"Georgia",2016,10.2,2.47,0,0.792,13000,13.1,73.1,62.5,7.6,82.1
"Georgia",2018,9.81,2.64,0,0.805,14300,14,73.3,62.5,7.92,83.2
"Germany",1990,8.53,13.3,64,0.808,36700,37.7,75.7,67.2,11.4,64.7
"Germany",1992,7.59,12.1,1,0.821,38700,36.7,76.2,65.9,12.5,59.8
"Germany",1994,6.79,11.6,13,0.837,38900,36,76.6,66.5,13.9,60.5
"Germany",1996,6.17,11.8,0,0.846,39600,34.7,77.1,66.1,15.2,60.6
"Germany",1998,5.7,11.4,3,0.86,41000,33.8,77.8,65.3,16.8,60.1
"Germany",2000,5.36,11.1,0,0.876,42900,32.8,78.4,67.7,19.3,60
"Germany",2002,5.09,11.1,49,0.89,43400,31.4,78.8,66.8,20.9,62.3
"Germany",2004,4.85,10.9,2,0.907,43600,29.8,79.3,64.8,21.8,56.3
"Germany",2006,4.61,10.8,13,0.918,45700,29.9,79.9,62.6,22.8,55.4
"Germany",2008,4.38,10.5,9,0.924,47600,28.8,80.2,60.9,24.1,52.4
"Germany",2010,4.18,10.3,8,0.927,47000,28.2,80.5,57.5,24.2,53
"Germany",2012,4.02,10.1,6,0.934,49900,27.8,80.8,53.4,24.6,47.6
"Germany",2014,3.9,9.74,8,0.937,50800,27.7,81,50.6,25.1,42.8
"Germany",2016,3.8,9.76,7,0.941,51900,27.4,81,49.8,25.2,40.1
"Germany",2018,3.66,9.14,5,0.946,53500,27.2,81.2,48.8,24.8,39.3
"Ghana",1990,127,0.257,0,0.465,2410,14,59.4,11.2,5.27,50.1
"Ghana",1992,120,0.234,0,0.474,2480,14.1,59.7,11.2,5.63,51.1
"Ghana",1994,116,0.308,0,0.48,2540,14,59.6,11.2,5.9,51.7
"Ghana",1996,112,0.313,0,0.484,2620,14,59.8,11.1,5.95,52.2
"Ghana",1998,106,0.341,0,0.487,2720,14,59.7,11.4,6.19,52.4
"Ghana",2000,99.5,0.317,0,0.494,2810,14,59.6,11.8,6.25,53.2
"Ghana",2002,92.4,0.357,4,0.499,2910,14.1,59.5,12.1,5.43,53.7
"Ghana",2004,86.6,0.336,0,0.509,3070,14.2,59.8,12.4,4.58,54.8
"Ghana",2006,81.8,0.41,0,0.529,3290,14.1,60.3,12.6,4.06,57
"Ghana",2008,76.4,0.379,0,0.553,3560,13.9,61,12.7,3.93,59.6
"Ghana",2010,69.9,0.392,63,0.565,3830,14,61.8,13.2,4.04,60.9
"Ghana",2012,63.3,0.551,0,0.577,4550,14.1,63,13.6,4.23,62.1
"Ghana",2014,57.4,0.542,0,0.59,4790,18.7,63.9,13.7,4.31,63.5
"Ghana",2016,52.3,0.57,10,0.598,4840,19.6,64.7,13.9,4.52,64.4
"Ghana",2018,47.9,0.615,34,0.606,5320,21.1,65.8,13.9,4.72,65.3
"Greece",1990,10.4,8.16,4,0.761,24300,25.2,77.2,77.3,13.1,67.9
"Greece",1992,9.46,8.16,0,0.771,24700,24.2,77.4,81.6,13.7,59.6
"Greece",1994,8.79,8.12,14,0.774,24500,23.2,77.7,81,13.7,56
"Greece",1996,8.12,8.23,0,0.78,25500,22.5,77.9,81.4,13.9,46
"Greece",1998,7.31,9,17,0.795,27400,23,78.2,80.4,14.5,38.6
"Greece",2000,6.41,9.3,37,0.804,29100,23.1,78.4,81.2,14.6,31.8
"Greece",2002,5.57,9.4,2,0.826,31300,22.5,78.9,77.6,14.9,30.2
"Greece",2004,4.86,9.76,0,0.843,34600,22.4,79.2,79.7,15.2,25.4
"Greece",2006,4.31,10.1,4,0.859,36500,22.4,79.7,75.9,14.9,24.9
"Greece",2008,3.97,10.1,2,0.865,37400,21.1,80,76.5,16,22.6
"Greece",2010,3.91,8.95,1,0.865,33700,17.7,80.4,74,16.4,28.5
"Greece",2012,4.08,8.49,6,0.865,28300,15.6,80.6,76.7,17.3,31.8
"Greece",2014,4.42,7.36,3,0.875,28100,14.9,81,72.5,17.2,34.2
"Greece",2016,4.65,6.73,4,0.874,28200,15.4,81,70.8,17.5,32.8
"Greece",2018,4.45,7.03,100,0.881,29100,15.3,81,70.1,17.4,32.6
"Guatemala",1990,80.1,0.537,0,0.481,5560,23.3,61.4,10.7,7.92,51.8
"Guatemala",1992,73.1,0.61,0,0.493,5730,23.2,61.4,11.8,8.66,53.1
"Guatemala",1994,66.8,0.664,10,0.504,5890,23.2,62.5,12.7,9.32,54.3
"Guatemala",1996,61.1,0.618,0,0.518,6060,23.1,65.2,11.3,8.34,55.8
"Guatemala",1998,56.1,0.777,435,0.534,6340,22.9,65.4,12.7,8.7,57.6
"Guatemala",2000,51.7,0.839,36,0.549,6500,22.9,66.7,12.9,8.48,59.1
"Guatemala",2002,47.7,0.879,70,0.563,6590,23.6,67.8,12.8,8.12,60.7
"Guatemala",2004,44,0.874,0,0.571,6680,21.4,68.4,12.7,7.84,61.4
"Guatemala",2006,40.8,0.91,6,0.583,6970,22.9,68.9,12.3,7.4,62.8
"Guatemala",2008,37.8,0.778,74,0.597,7370,22.2,69.9,11.7,6.71,64.4
"Guatemala",2010,35,0.759,227,0.606,7340,20.7,70.3,11.5,6.32,65.3
"Guatemala",2012,32.4,0.758,44,0.618,7590,18.2,71.1,11.2,5.8,66.5
"Guatemala",2014,30.1,0.852,6,0.648,7940,18.9,71.6,10.9,5.57,69.8
"Guatemala",2016,28,0.988,10,0.653,8210,19,72,10.8,5.55,70.3
"Guatemala",2018,26.2,1.07,463,0.657,8460,18.7,72.4,10.4,5.75,70.8
"Guinea",1990,236,0.158,0,0.282,1510,5.68,51.9,13.4,3.33,30.3
"Guinea",1992,223,0.158,0,0.291,1510,5.66,52.6,13.4,3.38,31.4
"Guinea",1994,210,0.159,0,0.301,1570,5.63,53.3,13.7,3.44,32.4
"Guinea",1996,195,0.166,0,0.31,1620,5.61,54,13.9,3.47,33.4
"Guinea",1998,181,0.174,12,0.326,1680,5.59,54.3,14.3,3.57,35.1
"Guinea",2000,166,0.181,4,0.34,1710,5.52,54.3,14.6,3.6,36.6
"Guinea",2002,152,0.189,0,0.356,1780,5.55,55.1,14.9,3.67,38.4
"Guinea",2004,139,0.198,0,0.372,1780,5.49,55.7,15.1,3.74,40.1
"Guinea",2006,130,0.203,0,0.392,1780,5.46,56.3,15.4,3.84,42.2
"Guinea",2008,123,0.205,0,0.408,1890,5.44,56.9,15.6,3.87,44
"Guinea",2010,117,0.244,8,0.416,1870,5.42,57.6,15.9,3.94,44.8
"Guinea",2012,113,0.228,0,0.439,2000,5.49,58.2,16.1,4.03,47.3
"Guinea",2014,109,0.194,0,0.452,2060,5.59,57.9,16.2,4.14,48.7
"Guinea",2016,105,0.234,0,0.465,2250,5.69,59.3,16.1,4.24,50.1
"Guinea",2018,101,0.256,0,0.473,2500,5.78,60.6,15.9,4.38,50.9
"Haiti",1990,144,0.141,0,0.414,3540,7.46,54.6,22.5,5.34,44.5
"Haiti",1992,136,0.121,0,0.418,3290,7.04,54.9,21.6,5.34,45
"Haiti",1994,128,0.0241,1120,0.415,2630,6.96,54.8,20.6,5.38,44.7
"Haiti",1996,119,0.129,84,0.428,2910,7.73,55.7,19.6,5.33,46.1
"Haiti",1998,111,0.151,190,0.435,2940,7.86,56.5,18.5,5.29,46.9
"Haiti",2000,103,0.159,16,0.442,2940,7.36,57.4,18.1,5.44,47.6
"Haiti",2002,96.8,0.206,35,0.446,2870,7.12,58.2,17.6,5.62,48.1
"Haiti",2004,91.6,0.217,5420,0.45,2830,6.83,57.5,17.4,5.82,48.5
"Haiti",2006,87.2,0.223,16,0.458,2880,7.23,59.5,17.2,5.92,49.3
"Haiti",2008,83.3,0.245,698,0.466,3000,6.98,60.2,17.2,5.95,50.2
"Haiti",2010,209,0.211,223000,0.471,2900,6.69,32.5,17.1,5.95,50.7
"Haiti",2012,76.2,0.214,130,0.482,2970,6.93,61.4,17.3,6.12,51.9
"Haiti",2014,72.5,0.264,12,0.492,3070,7.12,61.9,17.3,6.17,53
"Haiti",2016,68.7,0.273,599,0.5,3120,6.65,62.4,17.2,6.19,53.9
"Haiti",2018,64.8,0.27,17,0.508,3170,6.6,63.5,17.1,6.2,54.8
"Honduras",1990,58,0.514,5,0.519,3990,21.2,69.1,14.7,12.8,55.9
"Honduras",1992,52.8,0.578,0,0.523,3870,22.2,69.4,15,13.5,56.4
"Honduras",1994,48.3,0.594,151,0.534,3900,24.2,70,15.3,13.5,57.5
"Honduras",1996,44.3,0.663,8,0.545,3990,22,69.4,15.5,16.4,58.7
"Honduras",1998,58.9,0.737,14600,0.556,4080,22,63.4,15.7,17.5,59.9
"Honduras",2000,37.1,0.751,0,0.566,4110,22.2,70.1,16.3,19.2,61
"Honduras",2002,33.8,0.865,11,0.575,4160,21.4,70.4,16.4,20,62
"Honduras",2004,30.8,0.995,0,0.586,4390,23.5,70.7,16.4,20.8,63.2
"Honduras",2006,28.1,0.978,4,0.599,4730,22.3,71.1,16.3,21.2,64.5
"Honduras",2008,25.7,1.06,67,0.603,5010,20.8,71.3,16.5,21.7,65
"Honduras",2010,23.6,0.954,144,0.61,4870,19.8,71.1,17.5,22.7,65.6
"Honduras",2012,21.8,1.04,0,0.612,5070,19,69.3,20.3,24.5,65.9
"Honduras",2014,20.2,1.04,4,0.616,5180,21.8,69.9,20.1,24.8,66.3
"Honduras",2016,18.8,1.04,7,0.626,5400,20.7,71.5,19.9,25.1,67.4
"Honduras",2018,17.6,1.04,6,0.633,5680,21.4,71.9,19.8,25.6,68.1
"Hungary",1990,17.3,7.08,0,0.708,18100,35.6,69.5,91.1,18.2,74.3
"Hungary",1992,15.7,6.03,0,0.711,15900,34.1,69.1,98.1,20.1,74.3
"Hungary",1994,13.4,5.98,0,0.737,16400,33.1,69.6,100,21.6,75.5
"Hungary",1996,11.9,6.12,0,0.75,16700,33.2,70.8,96.6,23.3,77.6
"Hungary",1998,11.1,5.97,0,0.758,17900,34.4,71,102,25.7,78
"Hungary",2000,10.2,5.73,1,0.772,19400,34.4,71.9,99.9,28.6,79.5
"Hungary",2002,8.94,5.83,0,0.788,21300,33.4,72.6,101,31.4,78.2
"Hungary",2004,7.95,5.98,0,0.799,23400,32.5,73.1,99.5,33.2,73.2
"Hungary",2006,7.19,5.96,5,0.815,25400,32.5,73.5,98.8,34.7,73.8
"Hungary",2008,6.52,5.75,17,0.822,25800,31.2,74.2,94.9,36.4,72.2
"Hungary",2010,6,5.26,1,0.831,24500,30.8,74.8,90.8,36.5,77.4
"Hungary",2012,5.74,4.75,16,0.831,24800,29.9,75.4,85.1,36,77.9
"Hungary",2014,5.4,4.48,0,0.838,26500,30.3,76,79.7,35.9,75.6
"Hungary",2016,4.83,4.87,0,0.844,28200,31.5,76.3,78.2,35.1,73.6
"Hungary",2018,4.27,5.14,179,0.85,31100,32.2,76.3,77.9,35.8,73.3
"India",1990,126,0.707,2360,0.429,1810,15.2,59.6,10.4,2.68,46.2
"India",1992,119,0.769,1250,0.44,1860,15.3,60,10.5,2.64,47.4
"India",1994,113,0.809,2400,0.453,1990,15.6,61.2,10.6,2.78,48.8
"India",1996,106,0.895,2880,0.468,2220,15.8,62,10.7,2.9,50.5
"India",1998,98.8,0.916,8620,0.481,2360,16.2,62.1,11.1,3.12,51.8
"India",2000,91.6,0.975,2570,0.495,2580,16.6,62.9,10.8,3.06,53.3
"India",2002,84.5,0.959,2810,0.506,2710,17.5,63.8,10.8,3.2,54.4
"India",2004,77.7,1.01,17700,0.527,3060,18.8,65.2,10.2,3.06,56.8
"India",2006,71.1,1.11,1430,0.546,3450,20.1,65.6,10.6,3.22,58.8
"India",2008,64.7,1.29,1810,0.563,3720,21.1,66.1,10.8,3.29,60.6
"India",2010,58.2,1.38,1240,0.579,4240,23.1,67.3,10.8,3.3,62.3
"India",2012,52.1,1.56,599,0.597,4580,24.4,68,10.9,3.51,64.3
"India",2014,46.3,1.7,1070,0.616,5120,24.5,69,10.9,3.85,66.3
"India",2016,41.1,1.79,1130,0.63,5850,24.9,70,10.9,4.21,67.9
"India",2018,36.6,1.96,1400,0.642,6520,25.1,70.5,11.1,4.38,69.1
"Indonesia",1990,84.2,0.829,230,0.523,4530,15.1,64,25.6,9.21,56.3
"Indonesia",1992,76.7,1.09,2630,0.534,4990,16.4,64.9,26.4,9.71,57.5
"Indonesia",1994,69.6,1.15,609,0.55,5530,18.4,65.7,27,10.3,59.2
"Indonesia",1996,63.2,1.28,285,0.573,6260,18.8,66.4,27.5,11,61.7
"Indonesia",1998,57.5,1.05,41,0.586,5530,17.6,66.8,28.1,11.5,63.2
"Indonesia",2000,52.4,1.26,539,0.603,5690,18.7,67.2,28.5,11.7,64.9
"Indonesia",2002,47.8,1.42,273,0.615,6000,17.7,67.7,28.6,11.7,66.3
"Indonesia",2004,49.7,1.52,166000,0.628,6420,18.8,66.3,29.1,11.8,67.6
"Indonesia",2006,40.1,1.51,7420,0.642,6970,18.8,68.4,29.9,12.1,69.1
"Indonesia",2008,37,1.77,144,0.647,7660,18.3,68.9,30.8,12.4,69.7
"Indonesia",2010,34.1,1.77,1290,0.665,8290,20,69.3,31.5,12.6,71.6
"Indonesia",2012,31.5,2.12,107,0.681,9080,21,69.8,32.2,12.8,73.3
"Indonesia",2014,29.1,1.44,243,0.69,9800,22,70.2,32.3,13,74.2
"Indonesia",2016,26.9,2.15,270,0.703,10500,22,70.7,32.7,13.3,75.5
"Indonesia",2018,25,2.3,5310,0.712,11400,22.3,71.1,33.1,13.7,76.5
"Iran",1990,56,3.72,40000,0.565,8630,31.6,66.7,17.2,4.74,60.2
"Iran",1992,50.7,3.86,68,0.596,9570,31.1,69.3,16.7,4.81,62.9
"Iran",1994,46.3,4.35,53,0.616,9240,30.7,70,16.2,4.94,64.8
"Iran",1996,42.2,4.4,58,0.634,9670,30.7,70.7,15.8,5.21,66.3
"Iran",1998,38.2,4.79,211,0.647,9670,30,71.3,15.3,5.29,67.1
"Iran",2000,34.3,5.63,14,0.658,10100,30,71.9,14.8,5.45,68.1
"Iran",2002,30.6,5.92,291,0.67,10600,30.6,72.5,14.6,5.72,67.9
"Iran",2004,27.4,6.42,75,0.678,11800,30.4,73.2,14.7,5.66,66.5
"Iran",2006,24.4,7.15,77,0.719,12500,32.1,74,14.9,5.78,67.1
"Iran",2008,21.8,7.42,56,0.728,13200,31.8,74.8,15,5.71,66.2
"Iran",2010,19.7,7.65,11,0.742,13800,33,75.5,15.4,5.98,64.6
"Iran",2012,18.1,7.96,319,0.768,12800,33.3,76,15.6,6.43,64
"Iran",2014,16.6,8.29,38,0.774,13000,32.5,76.5,16.2,6.95,63.2
"Iran",2016,15.5,8.21,4,0.784,14200,32,77.1,16.6,7.5,61.7
"Iran",2018,14.4,8.81,11,0.785,13500,31.4,77.6,16.6,7.78,61.3
"Iraq",1990,53.7,2.82,0,0.56,4550,18.2,67,27.3,5.1,60.1
"Iraq",1992,51.6,3.2,0,0.527,2380,18.3,67,26.2,5.14,56.4
"Iraq",1994,49.8,3.64,0,0.548,2450,18.2,67.1,25,5.11,58
"Iraq",1996,48,3.34,0,0.56,2720,19.1,67.3,24.3,5.19,60.1
"Iraq",1998,46.1,3.26,0,0.583,3250,20.8,67.9,23.5,5.28,62.8
"Iraq",2000,44.3,3.05,0,0.595,4240,20.5,68.6,23.1,5.49,64.1
"Iraq",2002,42.5,3.47,0,0.603,5380,19.8,69.3,23.1,5.77,64.9
"Iraq",2004,40.7,4.32,0,0.615,7050,19.7,68.3,22.8,5.88,66.2
"Iraq",2006,38.9,3.58,20,0.62,8080,20.4,66.6,22.6,6.09,66.9
"Iraq",2008,36.9,3.25,4,0.63,8190,20.8,69.3,23.5,6.76,67.6
"Iraq",2010,34.8,3.73,0,0.636,8600,22,70.6,24.4,7.15,67.3
"Iraq",2012,32.6,4.8,4,0.646,9830,23.4,71.3,26.3,8.12,68
"Iraq",2014,30.5,4.8,0,0.645,9820,22.7,69.9,27.4,9.11,67.5
"Iraq",2016,28.5,5.15,0,0.656,11000,23.2,70.9,27.6,9.38,68.5
"Iraq",2018,26.7,5.32,21,0.671,10600,22.9,73.3,27.8,9.65,70.1
"Ireland",1990,9.16,9.38,2,0.773,26400,27.5,75,59,24,74.7
"Ireland",1992,8.12,9.48,0,0.782,27500,27.1,75.4,58,24.3,73.3
"Ireland",1994,7.4,9.76,0,0.798,29600,27.8,75.8,56.6,24.4,72.4
"Ireland",1996,7.29,10.3,2,0.811,34400,28.6,76,55.4,24.7,67
"Ireland",1998,7.33,11,2,0.851,40700,28.3,76.3,54.9,25.7,60.7
"Ireland",2000,7.15,12,1,0.867,48000,28.9,76.8,54,26.5,52.1
"Ireland",2002,6.5,11.8,0,0.881,51800,27.7,77.8,52.5,26.6,49.1
"Ireland",2004,5.59,11.4,0,0.898,55000,27.6,78.7,50.8,29,37.2
"Ireland",2006,4.86,11.3,0,0.906,58200,25.8,79.4,48.6,29.1,30.9
"Ireland",2008,4.44,10.7,0,0.911,55700,19.9,80,48.6,30.2,31.8
"Ireland",2010,4.17,9.16,0,0.901,53000,17.5,80.8,45.1,28.7,43.1
"Ireland",2012,3.98,8.29,0,0.908,53000,17.2,81,45.3,29.3,47.1
"Ireland",2014,3.87,7.93,1,0.928,57700,18.1,81.5,42.3,29,44.9
"Ireland",2016,3.79,8.5,0,0.943,72200,18.8,81.9,39.2,28.7,42.8
"Ireland",2018,3.66,8.09,2,0.951,83700,18.8,82,38.3,28.9,42.3
"Israel",1990,11.6,8.06,0,0.801,23600,25.8,77.3,35.4,13,75.5
"Israel",1992,10.5,8.86,0,0.815,24900,25.5,77.1,41.1,13.7,69.1
"Israel",1994,9.23,9.31,0,0.827,26500,25.1,77.7,40.5,13.8,61.9
"Israel",1996,8.18,9.58,0,0.836,27100,24,78,40.4,13.7,54.3
"Israel",1998,7.46,9.84,0,0.852,28000,22.8,78.4,42,13.7,51.7
"Israel",2000,6.89,10,3,0.861,29900,21.7,78.9,40.7,13.9,49.4
"Israel",2002,6.37,9.62,0,0.873,28600,20.6,78.9,39.9,14.1,49.6
"Israel",2004,5.85,9.18,0,0.876,29300,19.8,79.9,39.1,14.1,62.8
"Israel",2006,5.33,9.31,0,0.88,31200,19.2,80.4,38.4,14.5,57
"Israel",2008,4.9,9.69,0,0.889,33000,18.3,81,38.1,14.8,51.8
"Israel",2010,4.56,9.3,46,0.895,33900,17.8,81.9,37.1,14.9,48.1
"Israel",2012,4.25,9.83,0,0.903,35400,17.7,82.3,36.5,14.6,43.4
"Israel",2014,4.01,7.88,0,0.909,37200,17.6,82,34.8,14.7,44.1
"Israel",2016,3.85,7.89,0,0.913,38200,17.4,83,34,14.3,42.1
"Israel",2018,3.73,7.67,12,0.916,39900,17.2,83,33.7,14.5,41.8
"Italy",1990,9.65,7.71,27,0.776,36600,35,77.2,73.2,11.2,72.1
"Italy",1992,8.94,7.66,2,0.788,37400,34.1,77.5,73.5,11.7,66.2
"Italy",1994,7.97,7.43,72,0.802,37900,33.7,78,72.9,12.1,70.9
"Italy",1996,7.02,7.79,17,0.814,39400,32.6,78.5,70.7,12.7,69.3
"Italy",1998,6.22,8.11,170,0.827,40800,32.4,79,71.1,13.4,65.7
"Italy",2000,5.56,8.3,46,0.838,43100,31.7,79.6,68,13.9,63
"Italy",2002,5.05,8.36,34,0.85,43900,31.8,80.2,66.1,14.6,59.7
"Italy",2004,4.63,8.54,2,0.86,44100,30.7,80.8,63.8,15,50.7
"Italy",2006,4.34,8.36,5,0.87,44900,30.1,81.3,61.4,15.4,46.2
"Italy",2008,4.14,7.94,9,0.876,44600,29.2,81.6,59.2,16.5,45.6
"Italy",2010,3.97,7.19,3,0.879,42700,28.3,82.1,55.7,16.9,51
"Italy",2012,3.78,6.56,73,0.882,41500,27,82.4,53.9,17.6,55.8
"Italy",2014,3.56,5.77,15,0.882,39900,26.6,82.8,49.9,17.7,58.6
"Italy",2016,3.29,5.83,299,0.884,40800,26,83,47.8,17.6,53.5
"Italy",2018,3.03,5.58,23,0.89,42000,25.8,83.1,46.8,17.2,52.4
"Japan",1990,6.32,9.31,67,0.818,32900,34.6,79.4,53,15.4,67.6
